Neurokit Simulated ECG, CEBS SCG
-0.06271225410657356,-0.592131719926768
-0.0640512174357315,-0.6114235585956965
-0.06542762656115376,-0.6191301218257029
-0.0668187124420587,-0.6736544932159529
-0.06820146987867444,-0.7044924258752632
-0.06955288550380118,-0.6772391501083691
-0.07084993778281079,-0.6479225485745694
-0.07206959701364737,-0.6331291686165922
-0.07318882532682695,-0.6063507804540733
-0.07418457668543732,-0.5599067195171389
-0.0750337968851385,-0.5492047890941868
-0.07571546737785549,-0.5336135514195174
-0.07623481183487678,-0.505939960051681
-0.076615244602688,-0.4518475122663943
-0.07688053732750565,-0.3866906714297929
-0.07705442660626616,-0.3693030697487295
-0.07716053334106913,-0.3486756430189208
-0.07722244338473432,-0.3142452696706557
-0.07726373442265289,-0.2293501011562828
-0.07730797815215937,-0.1762445316326124
-0.07737875073033741,-0.1573037076717907
-0.07749836412708809,-0.1529319300343006
-0.07767237203292209,-0.1331328801113664
-0.07789442691721694,-0.0456912429578848
-0.07815791979090035,0.0548368024495964
-0.07845623349747213,0.1193325030819562
-0.07878274271300396,0.1605981384515901
-0.07913081394613981,0.2196854790798631
-0.07949380553809514,0.2774014386812427
-0.07986506766265768,0.2837772808794689
-0.08023794232618696,0.2706964650672754
-0.08060565911732895,0.2802593418614496
-0.08096000570955776,0.3446007978065282
-0.08129171906322177,0.4791393758995388
-0.08159150445987559,0.5896049132349747
-0.081850059013646,0.6962641503210035
-0.08205807167123157,0.6823464854433202
-0.08220622321190309,0.6308188058719871
-0.08228518624750297,0.6047118457411962
-0.08228562522244587,0.620218232214072
-0.08219819641371837,0.6375947917311867
-0.08201495130871128,0.6628233297683125
-0.08174791777100739,0.7449355457665235
-0.08142399691115479,0.8082018696003117
-0.08107043652916218,0.7575377313919085
-0.0807144762576102,0.7505037041899147
-0.08038334756165182,0.7641128172295377
-0.08010427373901141,0.7725307607705313
-0.07990446991998587,0.7993968594897377
-0.0798111430674437,0.7723094177957084
-0.07985149197682559,0.7282711260153424
-0.08005049508237197,0.6905806607874353
-0.08040048951414412,0.6577395118311791
-0.0808689203260968,0.5731490208942557
-0.08142259785323801,0.4644757588169964
-0.08202832426314827,0.3796065017068153
-0.08265289355597981,0.3319469192894198
-0.08326309156445688,0.2644081281063918
-0.08382569595387548,0.2107321649774173
-0.08430747622210394,0.1829679650254477
-0.08467519369958207,0.1115639740045233
-0.08489747222354224,0.017001022250197
-0.08497152639731935,-0.0690024342434304
-0.08491689339111304,-0.1587485728741153
-0.08475369513833815,-0.2260254100394791
-0.08450196153721899,-0.2734419920191923
-0.08418068182996014,-0.3247848439831468
-0.08380952399977275,-0.3702166184151147
-0.08340847736309992,-0.469873426934502
-0.08299752800522041,-0.5572896936458297
-0.0825966587802482,-0.6248924133994503
-0.08222492187979724,-0.6792065353858144
-0.0818866648912645,-0.7422431559197386
-0.08157447806908084,-0.7952633749708009
-0.08128061972479073,-0.7906296680668848
-0.08099734493877424,-0.8114010016026318
-0.080716905560247,-0.8494729400169491
-0.08043155020725976,-0.8782584048855429
-0.08013352426669886,-0.8868430852385352
-0.07981506989428597,-0.8647374687602254
-0.07946842601457843,-0.8952128042354668
-0.07908655303610972,-0.9519781464960676
-0.07867432563695916,-1.037408722549939
-0.07824637148286662,-1.1397636825544035
-0.07781760203424094,-1.2304072353329971
-0.07740292552032631,-1.2498407626699597
-0.07701724693920241,-1.1986059772475794
-0.07667546805778432,-1.1525569935042583
-0.0763924874118224,-1.0880670126721357
-0.07618320030590268,-1.0373245112641858
-0.0760624988134463,-1.0175731003615531
-0.07604435699259952,-1.0609661419498997
-0.07612713201147724,-1.095189111499831
-0.07629609039841906,-1.025920694200087
-0.07653609085544649,-0.9571150767101848
-0.07683198885341674,-0.8970759438239473
-0.07716863663202213,-0.9095854432546652
-0.07753088319979047,-0.9175415361369188
-0.0779035743340851,-0.8803801460608405
-0.07827155258110455,-0.7580909691772434
-0.07861965725588305,-0.6406132909349787
-0.07893293389677447,-0.563133467490151
-0.07920013742791722,-0.5600491842520022
-0.0794132057274013,-0.5974924886921112
-0.07956417683793733,-0.6310629839522438
-0.07964508557107117,-0.616111204276664
-0.0796479635071842,-0.5285943491620005
-0.0795648389954931,-0.4374036507929881
-0.07938773715405005,-0.4044671108419987
-0.07910867986974261,-0.3664349578644439
-0.07871968579829389,-0.3159791558849776
-0.0782137150133789,-0.2673709634125678
-0.07760112285475955,-0.2451522474466688
-0.07690754888528104,-0.2269977464772403
-0.07615914966139824,-0.1589805424764242
-0.07538207850840178,-0.0697552059706991
-0.07460251628887543,-0.0329720030745051
-0.07384676370806868,-0.0588963088710226
-0.07314114900852434,-0.0610830384543623
-0.07251199720162028,-0.0113693746662329
-0.07198563006757026,0.1211987475794135
-0.07158708849318383,0.2606022740730359
-0.07131694402018125,0.3539561319492019
-0.07115375531055569,0.3911747944581421
-0.07107529315081292,0.4069932275534204
-0.07105932509629427,0.5137623978602649
-0.07108361547117636,0.6763776050266634
-0.07112592536847134,0.7835535375480309
-0.07116401265002671,0.7950289097117458
-0.07117563194652542,0.7919321543391922
-0.07113853465748579,0.7969633279733497
-0.07103120022344012,0.8189402570197141
-0.07084667298593397,0.8446647456650631
-0.07059141151243896,0.8856480060330908
-0.07027237178790902,0.924583007745208
-0.06989650656613385,0.995977822907848
-0.06947076536973816,1.0315182331606465
-0.06900209449018246,1.0381534316196808
-0.06849743698776231,1.0062633446691642
-0.06796373269160894,1.0235483685178974
-0.06740791819968897,1.0575057095785114
-0.06683674332285673,1.069998711988286
-0.0662531479368206,1.066734941206527
-0.06565647922996573,1.0689018816446014
-0.06504594110016809,1.0671688207761052
-0.06442073421413919,1.0686961618908395
-0.06378005600742588,1.067075186075672
-0.06312310068441045,1.0705867726781466
-0.06244905921831063,1.0925227253197478
-0.06175711935117953,1.059371021698255
-0.061046465593905676,1.0618353147934392
-0.06031658441762896,1.0641351120381992
-0.059573552335985366,1.03401232938611
-0.058829807512113454,0.9997534519145048
-0.058098044373006905,0.9349631030698587
-0.057390954114494595,0.92411230829773
-0.056721224701240955,0.942016261476776
-0.056101540866745826,0.895233780479646
-0.055544584113344314,0.8524955319123363
-0.055063032712207055,0.8647782457867539
-0.05466956170334012,0.924953000648464
-0.05437604658435779,1.0192018286153182
-0.054176426118460616,1.021680912342644
-0.054046911836802124,0.937995755133915
-0.0539629576304309,0.8248442775088934
-0.053900014159231215,0.7085516630041552
-0.053833528851922774,0.6687079757007658
-0.0537389459060605,0.6721928327715061
-0.05359170628803494,0.6711919677256206
-0.05336724773307186,0.6699212097862156
-0.05304218332147736,0.7040567440161829
-0.052600712096997106,0.7720893527854
-0.05204087128543642,0.7981646672272186
-0.05138096201979654,0.7701314486271085
-0.05064028078456834,0.6960480193916272
-0.04983814139479566,0.5610359861012715
-0.04899387499607518,0.39047732407202
-0.04812683006455651,0.257296182777994
-0.04725637240694209,0.1655371621443512
-0.04640188516048755,0.164791495630579
-0.04558276879300113,0.2258241355415381
-0.044817795544406666,0.2383117756248444
-0.04410992076059579,0.1725877896531455
-0.04344571470902091,0.0896052084141051
-0.04281100574809176,-0.0283567450509076
-0.04219163956677115,-0.1884281251549108
-0.04157347918457471,-0.3267737128621307
-0.040942404951570824,-0.3669004831750778
-0.04028431454838101,-0.4449598002359727
-0.03958512298617951,-0.5267170100645803
-0.03883076260669379,-0.5766194476327092
-0.03800777463705489,-0.5787998858521528
-0.03711787806721416,-0.5958040629706752
-0.03617888721816315,-0.6427783196422756
-0.035209409008614315,-0.6732977982740174
-0.03422806768783265,-0.6692250102482943
-0.03325350483563614,-0.6334856364191875
-0.032304379362395816,-0.5813756784272436
-0.03139936750903544,-0.5833853676156441
-0.03055716284703175,-0.6060366110515684
-0.029796476278414613,-0.6181431075006673
-0.029134813965031092,-0.6886164691245296
-0.02855694772453642,-0.7324755058470278
-0.0280121062614934,-0.6566164905712051
-0.02744775059405222,-0.540099032638345
-0.026811359070915874,-0.3494270418084212
-0.026050427371340272,-0.1538937604620435
-0.025112468505134215,-0.0574395521670232
-0.02394501281265946,0.0049302899178122
-0.02249560796483069,0.0246795155460508
-0.020711818963115528,0.0133039622191336
-0.018543339559780863,0.1198356963261538
-0.015999107185503663,0.3162513277606976
-0.01315391311725422,0.4830695754588792
-0.010086004057807732,0.5591865533630787
-0.0068736440404922085,0.5995789727953662
-0.0035951144291887574,0.6867617686178688
-0.0003286975209404394,0.9044397507521588
0.002847372646218784,1.1774082973465485
0.005854861101093036,1.446700904741156
0.008615515541933204,1.709583354087717
0.011053462435268158,1.8936442435419825
0.013163223271540486,2.0007008711977403
0.015019439425222006,2.1507479437303343
0.016701097292804255,2.319064244452736
0.018287170820929267,2.478100969691212
0.01985661664419929,2.656207884321026
0.021488374066663547,2.806226167873634
0.023261365061818293,2.921425242786169
0.02525449427260666,2.9965178910782804
0.027546649011419143,3.0946445090935235
0.03021499662161882,3.1980663325354355
0.033284219586869196,3.260104164586549
0.036717846675905115,3.351211758268919
0.0404759401992288,3.439448629774336
0.04451854513678942,3.469906716909889
0.0488056891379834,3.423527698697243
0.05329738252165414,3.3356772486395685
0.05795361827609215,3.202914676811009
0.06273437205903518,3.053393287029372
0.06759960219766768,2.89718603334349
0.07250978237336868,2.749773575717814
0.07744259964990015,2.572205337205825
0.08239628050182636,2.3315077522993177
0.08737127495187219,2.096570934553307
0.09237984279215812,1.879860099579097
0.0974167970342861,1.7072879121607611
0.10247076920234738,1.5481182847000778
0.10753053851049131,1.311246825443206
0.1125850318629249,1.075167455202626
0.11762332385391333,0.8516631282359228
0.12263479187586981,0.6700952730027916
0.12761423324914256,0.5195295434296301
0.13256303317369922,0.3654295065304671
0.13748311617393588,0.215244968549122
0.1423765544643064,0.0443037086637165
0.14724556794932298,-0.149686751593523
0.15209252422355507,-0.2897576396692331
0.15691993857163059,-0.3624829032035751
0.16173047396823484,-0.389940506929123
0.16652694107811153,-0.4478052065254455
0.17131216549048756,-0.5378662279385363
0.17608437304189556,-0.616988043134139
0.18083599942308684,-0.6780344596026557
0.1855592534284288,-0.7321299472756339
0.1902464915423464,-0.8115709138232147
0.19489021793932282,-0.9071795917013616
0.19948308448389895,-0.9649629508385148
0.2040178907306737,-1.0982391147914714
0.20848758392430394,-1.2939363348946404
0.2128852589995041,-1.5373514083731483
0.21720417397470682,-1.7575948294602135
0.22143831430872887,-2.014929927439052
0.2255825556357031,-2.3183631167751115
0.2296319698462482,-2.575870852748003
0.23358177652104067,-2.746864139982536
0.23742734293081502,-2.8998471274923805
0.24116418403636353,-3.0533906496531085
0.24478796248853613,-3.269416020835497
0.24829448862824144,-3.57426854230443
0.2516797204864452,-3.919109922243521
0.2549395640407439,-4.245171946384476
0.2580621400162304,-4.482564093131681
0.261025313446385,-4.565183580109865
0.2638063918115957,-4.582638366511328
0.26638283028230914,-4.556314079341679
0.26873223171902916,-4.5156602412343565
0.2708323466723178,-4.484113466744436
0.2726610733827955,-4.419189181413738
0.27419645778113955,-4.338846454520125
0.2754166934880861,-4.244525156516656
0.2763006375665139,-4.147639735653351
0.2768489235463257,-4.0517295845953445
0.27709137835680053,-3.869677756258232
0.27706001629880933,-3.6077122675210966
0.27678699936328177,-3.365799980868841
0.2763046372312041,-3.138772509253203
0.2756453872736214,-2.963020835003082
0.2748418545516363,-2.819719123823131
0.2739267918164093,-2.6432269097793224
0.2729330995091591,-2.43300696512909
0.27189323755099526,-2.1671034891222463
0.27081373101954137,-1.8513829780548536
0.26966538300914444,-1.516894739521133
0.2684165361580364,-1.18919985084835
0.2670355922301942,-0.9179180624535777
0.2654871231985767,-0.7164289423759547
0.26374639591422094,-0.5242302749178268
0.26179424233467624,-0.3157766330722614
0.2596113120267086,-0.1467056790897034
0.2571780721663005,0.0491743800358132
0.2544752476630884,0.2594491017115331
0.25150404668579845,0.5257359244433772
0.24829460041121482,0.7842469787017712
0.24487904799811339,0.9690600226502116
0.24128934621448553,1.136141290334283
0.23755726943754057,1.340915665134139
0.23371440965370371,1.5322153223499706
0.22979217391681647,1.6313228053091366
0.2258217767227341,1.6492413928291272
0.22183424763472787,1.6465056328415466
0.21786004060864186,1.6134412545125525
0.21390984655053313,1.5851059663086091
0.209965930428377,1.5658683146621175
0.2060081758105805,1.543192889310232
0.20201628387476728,1.4722175509323956
0.19796977340777808,1.4075238270884516
0.1938479808056691,1.344157211238194
0.18963006007371452,1.1832585009319132
0.18529498282640378,0.9732120988244884
0.18082153828744404,0.7404996011824116
0.17618872739788827,0.6052174310313968
0.17139621535980112,0.5514743741082723
0.1664742826423077,0.5998365705456563
0.1614555071374905,0.6220420110609837
0.1563722843466488,0.6367610038486577
0.15125682738029803,0.5584577565934425
0.14614116695817042,0.4324896798005344
0.1410571514092148,0.2963641286359963
0.13603644667159634,0.2802295903272142
0.13111053629269723,0.3244635519727652
0.12631040433782093,0.4099676130466837
0.12164900505297853,0.4091096283861749
0.11711210369855765,0.346607550583888
0.1126830351141253,0.2526184187544154
0.10834495174846528,0.1610773575416524
0.1040808236595781,0.1055261379463205
0.09987343851468047,0.088476397238197
0.09570540159020605,-0.0266649536818233
0.09155913577180476,-0.1848442085674644
0.0874168815543434,-0.3205851455940636
0.08326095227564922,-0.4453244041566136
0.07908879290740495,-0.5994944893537211
